,text,label
24,인터넷 창에서 주소를 다 지워주시고요 #@번호#를 입력해 주세요,0
25,성함과 전화번호가 어떻게 되십니까,0
26,저희 쪽에 남겨주신 번호와 성함이 어떻게 되세요,0
27,네 성함과 전화번호도 말씀해 주시겠습니까,0
28,네 그 쪽으로 찾아보니까 전화번호가 여기로 나오네요,0
29,네 고객님 이쪽 번호로 바로 안내해 드리겠습니다,0
30,그러십니까 그럼 성함과 전화번호 먼저 확인 부탁드립니다,0
31,기사님 전화번호 좀 알려주실 수 있나요,0
32,죄송하지만 기사 개인 전화번호 안내는 어렵습니다,0
33,전화번호 먼저 안내해 드릴게요,0
34,지역번호 서울이고요 #@전번#입니다,0
35,#@장소# 번호 알려줘요,0
36,거기의 전화번호 알려달라니까,0
37,저희도 전화번호를 확인할 수는 없습니다 고객님,0
38,그럼 전화번호 지금 어디서 하는 거에요 왜 안 알려주는 거예요,0
39,바로 전화 거는데 나한테 전화 걸으면 전화번호가 나올 게 아니에요,0
40,그러면은 전화번호가 몇 번이십니까,0
41,누구 내 전화번호 나 그거 알 필요 없고,0
42,판매처 판매부 전화번호를 알려줄 수 있음 전화번호를 줘요,0
43,이 번호 말고 다른 연락처 하나 더 있으십니까,0
44,집 전화번호 #@전번#이요,0
45,제 번호는 #@전번#이요,0
46,저희 서비스 만족도 조사 위해 성함 주소 전화번호 제공에 동의해 주시겠습니까,0
47,연락 가능하신 전화번호 한 번 불러주시겠습니까,0
48,네 번호 #@전번#이요,0
49,서비스 만족도 조사를 위해 성명이랑 주소 전화번호 제공에 동의해 주시겠습니까,0
50,전화번호 어떻게 되세요,0
51,제 전화번호는 #@전번#,0
52,네 고객님 서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
53,여기 그러면 전화번호 좀 안내해 드릴까요,0
54,네 전화번호 알려주세요,0
55,전화번호와 성함이 어떻게 되십니까,0
56,네 서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
57,고객님 전화번호가 어떻게 되세요,0
58,제 번호가 #@전번#이요,0
59,예 통화가 가능하신 다른 전화번호도 있으세요,0
60,아뇨 다른 번호는 없어요,0
61,연락받으실 전화번호 불러주시겠습니까,0
62,네 번호가 #@전번#이요,0
63,고객님 그럼 제가 전화번호로 확인해 드릴게요,0
64,내역 확인해 드리려면 전화번호하고 성함을 알아야 되거든요,0
65,제 전화번호는 #@전번#,0
66,기사 전화번호를 알면 내가 물어볼 텐데 번호를 몰라,0
67,고객님 지금 이 번호로는 기사 나갔던 경험 확인 안 되시는데요,0
68,이 기사 전화번호를 알면 내가 물어볼 텐데 번호를 몰라,0
69,기사 전화번호 말고 고객님 전화번호로 확인이 가능하세요,0
70,그러면 우리 딸내미 전화 번호일 텐데요,0
71,전화번호가 있어야 확인해 드릴 수 있어요,0
72,전화번호가 딸내미가 #@전번#,0
73,예 알겠습니다 그럼 기사님께 이 번호로 전화드리라고 전달할게요,0
74,고객님 전에 연락 주셨던 전화번호 한 번 불러주시겠습니까,0
75,네 제 번호가 #@전번#요,0
76,그러세요 고객님 혹시 다른 번호로 접수하신 건 아니시고요,0
77,연락 가능한 전화번호가 어떻게 되시죠,0
78,여기 번호는 #@전번#입니다,0
79,전화번호가 어떻게 되십니까,0
80,제 전화번호는 #@전번#요,0
81,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
82,예 이름 주소 전화번호 쓰세요,0
83,네 고객님 조사를 위해서 성명 주소 전화번호를요,0
84,정확한 상담 위해서 고객님 전화번호 불러주십시오,0
85,제 전화번호가 #@전번#입니다,0
86,고객님 번호가 #@전번# 맞으십니까,0
87,네 그 번호가 맞아요,0
88,에러가 #@번호#라고 나오신다구요,0
89,세탁기 번호 말씀이시죠,0
90,#@번호#라고 쓰여 있어요,0
91,확인 들어갈 텐데 전화번호가 몇 번이세요,0
92,전화번호는 #@전번#이고요 #@이름#입니다,0
93,그럼 센터 번호 좀 알 수 있을까요,0
94,네 센터 번호 안내해 드리겠습니다 #@전번#입니다,0
95,그때 접수하신 번호가 어떻게 되시나요,0
96,그때 접수번호가 #@번호#요,0
97,고객님 성함과 전화번호가 어떻게 되십니까,0
98,제 전화번호는 #@전번#이고요,0
99,고객님 성함과 전화번호가 어떻게 되십니까,0
100,전화번호는 #@전번#이고요,0
101,통화 가능한 번호가 몇 번이십니까,0
102,제 번호는 #@전번#이에요,0
103,오시는 기사분 성함이랑 전화번호를 알아야 되거든요,0
104,아 네 확인 감사합니다 통화 가능한 전화번호는 어떻게 되십니까,0
105,예 전화번호가 어떻게 되죠,0
106,고객님 휴대폰 번호 혹시 있으시면 불러주시겠어요,0
107,휴대폰 번호 #@전번#이요,0
108,그러면 관리소에 전화 해주시면 위탁 되어있는 유선 방송 전화번호 알려 드릴거에요,0
109,네 연락받을 수 있는 고객님 번호 어떻게 되세요,0
110,방문시 연락가능한 전화번호랑 성함 좀 여쭙겠습니다,0
111,성함이랑 연락받으실 수 있는 전화번호가 어떻게 되실까여,0
112,#@이름# 이 번호 #@전번#여,0
113,네 전달 전 서비스 만족조사를 진행할수있도록 성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
114,정확한 상담 위해서 고객님 전화 연락 받으실 전화번호 좀 불러주십쇼,0
115,저희 서비스 만족도 조사 위해서 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
116,문자랑 거기 전화번호 다이렉트로는 안주시나요,0
117,아뇨 다이렉트 전화번호도 안내해 드릴게여 고객님,0
118,아 감사합니다 문자 좀 부탁드리고 전화번호도 부탁드려요,0
119,전화번호랑 성함이 어떻게 되세요,0
120,전화요 번호가 #@전번#이요 이름은 #@이름#이요,0
121,네 제품의 모델 번호 확인이 가능하십니까,0
122,제품 모델 번호는 정확하게 확인이 어렵습니다,0
123,네 그럼 연락 가능하신 전화번호와 성함은 어떻게 되십니까,0
124,번호가 #@전번#이고 #@이름#이요,0
125,네 그러십니까 접수하실 때 남겨주셨던 전화번호가 몇 번이십니까,0
126,네 전화번호 #@전번# 번입니다,0
127,그럼 혹시 연락 가능한 번호와 성함이 어떻게 되십니까,0
128,네 #@이름#고 번호는 #@전번#이에요,0
129,고객님 아까 불러주신 번호로 이거를 처리하고 다시 전화를 드려도 괜찮으시겠습니까,0
130,네 기록해 드렸구요 연락 받으실 전화번호가 어떻게 되십니까,0
131,네 전화번호가 #@전번#이요,0
132,연락 받으실 수 있는 전화번호와 성함 말씀해 주세요,0
133,원활한 상담을 위해서 말씀해주신 고객님의 성함과 전화번호 제공에 동의해주시겠습니까,0
134,고객님 연락 가능하신 번호와 성함 부탁드립니다,0
135,편하게 받으실 수 있는 전화번호 몇번이십니까,0
136,네 휴대번호루 할게요 #@번호#,0
137,네 #@번호# 성함이 어떻게 되십니까,0
138,편하신 번호 남겨주시면 그 쪽으로 연락을 좀 드려도 될까요 고객님,0
139,번호 전체를 다 확인할 수 없어 연락드렸습니다,0
140,이 전화 번호로 해주면 되는데 지금,0
141,고객님 전화번호는 어떻게 되십니까,0
142,제 그 부분에 있어서 고객님 성명과 전화번호 제공하는데 동의해 주시겠습니까,0
143,연락 가능하신 전화번호와 성함 어떻게 되십니까,0
144,네 저희 서비스 만족도 조사 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
145,그럼요 제품번호 일단 미리 불러드릴게요,0
146,네네 직통번호로 그럼 먼저 안내 해 드려볼게요,0
147,고객님 성함과 전화번호 좀 말씀해주시겠습니까,0
148,그러시면 우선 고객님 성함과 전화번호 먼저 말씀해주시겠습니까,0
149,전화번호 #@전번#에 이름은 #@이름#입니다,0
150,가까운 센터 전화번호 좀 안내해드릴까요,0
151,네 그럼 천안 서비스센터 전화번호 안내해드리겠습니다,0
152,예 번호가 #@전번# 입니다,0
153,저희가 접수 전에 서비스 만족도 조사를 위해서 성명 주소 전화번호 제공에 동의를 해주시겠습니까,0
154,여기에 대한 성명 주소 전화번호 제공에 동의해주시겠습니까,0
155,그러세요 그럼 수리하신 센터로 통화하실 수 있는 번호 알려드릴까요,0
156,서비스만족도 조사를 위해 성함 주소 전화번호 정보제공에 동의하셨구요,0
157,성명 주소 전화번호 정보제공에 동의해 주셨구요,0
158,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
159,그러면 전화주실 때 그 앞번호는 같은데요,0
160,핸드폰 번호가 어떻게 되세요,0
161,전화번호는 #@전번# 입니다,0
162,핸드폰 번호 혹시 부재중이실 때,0
163,연락 가능하신 다른 번호 있으세요,0
164,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
165,연락 주신 고객님 전화번호가 어떻게 되실까요,0
166,전화번호는 #@전번# 입니다,0
167,네 확인 감사합니다 연락 가능하신 자택번호나요,0
168,추가적인 전화번호도 있습니까,0
169,추가 전화번호는 #@전번# 입니다,0
170,성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
171,기사님 핸드폰 번호 한번 문자로 좀 넣어주시면 안돼요,0
172,기사님 개인 번호는 죄송하지만 알려드릴 수가 없습니다,0
173,예 그러면 집 전화번호로 좀 전화해 달라고 해주시겠어요 집전화요,0
174,집전화요 네 전화번호 연락드릴 거구요,0
175,네 그럼 전화번호가 어떻게 되세요,0
176,전화번호는 #@전번# 입니다,0
177,네 감사합니다 부재시 통화 가능하신 다른 번호 없으시구요,0
178,다른 번호는 #@전번# 입니다,0
179,안녕하세요 고객님 연락 가능한 전화번호 어떻게 되십니까,0
180,전화번호는 #@전번# 입니다,0
181,네 고객님 저 전화번호와 성함 및 주소 확인하였습니다,0
182,혹시 연락받기 편하신 번호는 몇 번이세요,0
183,여기 전화번호는 #@전번# 입니다,0
184,전화번호가 그러면 어떻게 되십니까,0
185,예 여기 전화번호가 #@전번#입니다,0
186,다른 번호 없이 휴대폰만 해드리면 되구요,0
187,예 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
188,네 방문드릴 때 드릴 전화번호가 어떻게 되세요,0
189,전화번호는 #@전번# 입니다,0
190,연락 가능하신 고객님 전화번호가 어떻게 되십니까,0
191,전화번호는 #@전번#입니다,0
192,네 고객님 성함과 전화번호 어떻게 되십니까,0
193,연락 가능하신 전화번호 불러주시겠어요,0
194,여기 전화번호는 #@전번# 입니다,0
195,네 통화 가능한 전화번호 어떻게 되세요,0
196,혹시 전화번호 어떻게 되실까요,0
197,전화번호는 #@전번# 이렇게 됩니다,0
198,성명 주소 전화번호 제공하는데 동의하시겠습니까,0
199,성명 주소 전화번호 제공에 동의해주시겠습니까,0
200,고객님 전화번호가 어떻게 되세요,0
201,전화번호가 #@전번#이요 연락 이리로 주면 돼요,0
202,예 혹시 부재중에 연락 가능한 다른 번호 더 있으신가요,0
203,연락 가능하신 전화번호랑 성함 확인 부탁드리겠습니다,0
204,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
205,저희 고객님 전화번호가 몇 번이실까요,0
206,네 #@전번#이에요 전화번호가,0
207,어 혹시 연락 가능한 전화번호가 어떻게 되십니까,0
208,전화번호는 #@전번# 입니다,0
209,아 그러세요 전화 번호 어떻게 되십니까,0
210,네 전화번호는 #@전번# 입니다,0
211,고객님 아 고객님 지금 전화 번호 #@전번#이시죠,0
212,네 전화번호 그거 맞아요,0
213,저희가 방문드릴 때 연락 가능한 전화 번호가 몇 번이세요,0
214,번호가 #@전번#에 #@전번#이요,0
215,#@주소# 단독 주택이시구요 네 혹시 휴대폰 번호 있을까요,0
216,네 번호는 #@전번# 입니다,0
217,제가 모란점 전화번호 좀 안내해 드릴게요,0
218,모란점 전화번호는 #@전번#입니다,0
219,성명 주소 전화번호 제공에 동의해주시겠습니까,0
220,고객님 성함하고 전화번호가 어떻게 되실까요,0
221,제 전화번호는 #@전번#이고 이름은 #@이름#입니다,0
222,고객님 전화번호 한 번 불러주시겠어요,0
223,제 전화번호는 #@전번# 이에요,0
224,그러면 관련 번호 안내해 드리고 연결을 좀 해봐드릴게요,0
225,연락 드리고 있어서 전화번호 말씀 부탁드릴게요,0
226,서비스 만족도 조사 위해 성명 주소 전화번호 제공에 동의 부탁드립니다,0
227,서비스 만족 조사 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
228,지금 연락 주신 분 성함하고 번호가 어떻게 되십니까,0
229,#@이름# 고객님이시구요 번호가 몇 번이신가요,0
230,그러세요 연락받을 전화번호가 어떻게 되십니까 고객님,0
231,혹시 전화번호가 몇 번이십니까,0
232,그러세요 실례지만 서비스 전화번호가 어떻게 되십니까,0
233,전에 서비스 의뢰하셨을 때 저희 쪽에 알려 주셨던 전화번호요,0
234,그러시군요 번호는 제가 확인해 보겠습니다,0
235,전화주신 고객님 전화번호 한번 말씀해 주시겠어요,0
236,네 확인 감사드리고요 연락 가능하신 번호가 어떻게 되세요,0
237,셋톱박스에 쓰인 번호로 전화하셔서 신호 점검 받아 보셔야 합니다,0
238,연락 가능하신 전화번호와 성함 확인 부탁드리겠습니다,0
239,번호는 #@전번#이구요 #@이름#입니다,0
240,고객님 다름이 아니라 저희가 예약할 때 번호가 하나 필요해서요,0
241,다른 번호를 좀 알 수 있을까요,0
242,번호는요 #@전번#요 이쪽으로 전화 주세요,0
243,남겨 주셨던 전화번호 한번 말씀 부탁드리겠습니다,0
244,컴플레인을 걸려고 이쪽 부서 전화번호를 제가 알아봤거든요,0
245,이름 #@이름# 전화번호 #@전번#입니다,0
246,비밀번호 눌러서 확인했어요,0
247,누르고 방금 설정하신 비밀번호 여덟 자리 입력하면 연결됩니다,0
248,바로 예약을 해드릴텐데 성함과 전화번호 주소가 어떻게 되실까요,0
249,번호는 #@전번#이구요 이름은 #@이름#이에요,0
250,고객님 전화번호는 어떻게 되세요,0
251,예 전화번호가 #@전번#이요,0
252,예 알려주신 성함 주소 전화번호를요,0
253,인증번호를 휴대폰에서 받아서 컴퓨터에 입력을 해야 되는데요,0
254,예비로 핀 번호가 입력돼 있을 경우에는요,0
255,핀 번호 입력하셔서 해지하시면 됩니다,0
256,아니면 등록했던 계정 아이디 비밀번호로도 가능합니다,0
257,비밀번호가 지금 틀리다고 계속 나와가지고요,0
258,성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
259,성명 주소 전화번호 제공하는 데 동의를 해주시겠습니까,0
260,예 전화번호가 어떻게 되십니까,0
261,제 전화번호가 #@전번#이고요,0
262,고객님 그럼 전화번호를 좀 먼저 불러주십시오,0
263,예 #@전번#이고요 전화번호가,0
264,성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
265,예 혹시 고객님 연락받으실 수 있는 전화번호가 몇 번이세요,0
266,내 전화번호요 #@전번#,0
267,저희 담당자가 알아보고 연락 전화 주신 번호로 드릴게요,0
268,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
269,네 고객님 혹시 통화 가능한 번호 안내 가능하세요 고객님,0
270,제 전화번호가 #@전번#이요,0
271,예 잠시만요 그 제품번호 불러드리면 되죠,0
272,네 제품 번호가 #@상품#이요,0
273,네 실례지만 고객님 전화번호랑 성함이 어떻게 되시나요,0
274,성명 주소 전화번호 제공하는데 동의해 주시겠습니까,0
275,그리고 연락 안 될 수 있으니깐 전화번호 하나 더 적어 놓으세요,0
276,예 #@이름# 고객님 알겠습니다 등록하실 전화번호 불러주십시오,0
277,예 고객님 전화번호가 어떻게 되십니까,0
278,아 #@전번#니다 전화번호가,0
279,일단 이 전화번호로 일단은 한 번 보면 알 텐데 #@주소# 고객이요,0
280,네 핸드폰 번호 부탁드릴게요,0
281,그래서 번호를 알고 있어야 돼요,0
282,확인 감사합니다 핸드폰 번호는 어떻게 되세요,0
283,혹시 고객님 휴대폰 번호 연락 안 되면 다른 번호가 혹시 또 있으신가요,0
284,예 제가 전화번호를 바꿨는데요,0
285,전화번호 변경을 했나 안했나 헷갈려가지고요,0
286,네 확인해 드릴께여 휴대폰 번호가 몇 번이십니까,0
287,이거 번호 #@전번#이요,0
288,저희쪽에 지금 불러주신 전화번호와 주소 성함이 다 일치하십니다,0
289,저희 쪽으로 일 월 이십 일 날 전화 주셔서 전화번호 수정 하셨구여,0
290,네 지금 토요일로 도와드릴게요 성함과 전화번호 말씀해 주시겠어요,0
291,#@이름# 전화번호는 #@전번#이요,0
292,전화번호 어떻게 되십니까,0
293,이거 번호 #@전번#이여,0
294,전화번호가 어떻게 되십니까 통화 가능한 번호요,0
295,지금 통화 가능한 번호 그럼 #@전번#이요,0
296,예 잠깐만여 가까운 센터 전화번호 좀 확인해 보겠습니다,0
297,동대구 센터 전화번호 안내해 드리겠습니다 메모 가능하십니까,0
298,담당 부서 번호를 안내해 드릴까 합니다 메모 가능하십니까,0
299,네 담당부서 번호 #@전번# 입니다,0
300,혹시 고객님 연락 가능하신 전화번호가 어떻게 되세요,0
301,혹시 저희 서비스 만족도 조사를 위해서 말씀하신 성명 주소 전화번호 제공에 동의해 주시겠어요,0
302,예 고객님 그러면 저희 담당 직원에게 물어보고 다시 이 번호로 연락드리겠습니다,0
303,예 접수 받으실 성함과 연락 가능하신 전화번호가 어떻게 되십니까,0
304,예 #@이름# 번호 #@전번#이요,0
305,서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
306,네 성함과 연락 드릴 전화번호가 어떻게 되십니까,0
307,예 #@이름# 전화번호 #@전번#요,0
308,서비스 만족도 조사를 위해서 성명 전화번호 제공에 동의해 주시겠습니까,0
309,고객님 성함과 전화번호 어떻게 되세요,0
310,네 #@이름# 전화번호 #@전번#이요,0
311,저희 서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
312,그렇게 가셔야 헛걸음을 안 하세요 전화번호 좀 알려드리겠습니다,0
313,네 그럼 세류동 센터 전화번호 문자로 넣어드렸어요,0
314,네 고객님 연락 가능한 휴대폰 번호와 성함이 어떻게 되십니까,0
315,네 지금 예약하신 휴대폰 번호로 문자를 해 드릴 거고요,0
316,알겠습니다 고객님 핸드폰 번호가 #@전번#시고,0
317,이 번호 말고 부재시 다른 번호 없으시구여,0
318,이 번호로 하면 받을 거에요,0
319,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
320,전화번호가 어떻게 되십니까,0
321,회사 번호가 잠시만요 #@전번#,0
322,고객님 혹시 센터 번호 필요로 하실까요,0
323,네 전화번호 안내해 주세요,0
324,센터 번호가 #@전번#입니다,0
325,위험해서요 제가 기사님 번호 알려드릴게요 #@전번#로 물어보세요,0
326,오리역 직통번호 안내해 드리겠습니다 혹시 메모 가능하십니까,0
327,지난 번에 콜센터에서 해주셨는데 일단 번호 알려주세요,0
328,네 전화번호 #@전번# 번입니다,0
329,휴대폰 번호와 성함 한 번 말씀을 해주시겠습니까,0
330,네 가능합니다 전화번호와 성함 확인 좀 부탁 드릴게요,0
331,제 번호가 #@전번#이구요 이름은 #@이름#입니다,0
332,네 바로 접수 도와드리겠습니다 연락받으실 전화번호 불러주시겠습니까,0
333,이 번호로 연락 주시면 되는데 #@전번#에요,0
334,예 고객님 연락 가능한 휴대번호가 몇 번이십니까,0
335,그럼 고객님 전화번호가 어떻게 되시죠,0
336,제 번호는 #@전번# 입니다,0
337,그러세요 그러면 연락 드릴 수 있는 휴대폰 번호랑 성함이 어떻게 되세요,0
338,번호는 #@전번#이고 이름은 #@이름#요,0
339,확인해 보겠습니다 우선 연락 가능하신 전화번호랑 성함이 어떻게 되세요,0
340,번호는 #@전번#구요 이름은 #@이름#이요,0
341,혹시 전에 남기신 고객님 전화번호랑 성함 따로 있으십니까,0
342,전화번호는 #@전번#이고요 이름은 #@이름#요,0
343,고객님 전화번호 성함 주소 제공에 동의를 해주시겠습니까,0
344,고객님 전화번호랑 성함이 어떻게 되실까요,0
345,전화번호가 #@전번#이꼬요 #@이름#입니다,0
346,고객님 등록되어 있는 전화번호와 성함이 어떻게 되십니까,0
347,전화번호가 #@전번#이고 #@이름#이요,0
348,접수하실 때 전화번호 몇 번으로 남겨 놓으셨을까요,0
349,번호가 #@전번# 번이고 #@이름#이요,0
350,혹시 전화번호와 성함이 어떻게 되십니까,0
351,예 번호는 #@전번#이고요 이름 #@이름#입니다,0
352,연락 주신 고객님 전화번호가 어떻게 되십니까,0
353,예 전화번호가 #@전번#번이요,0
354,성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
355,전화번호와 성함이 어떻게 되십니까,0
356,전화번호는 #@전번# 그 이름은 #@이름#이에요,0
357,구미 센터 직통 전화번호를 좀 안내해 드려도 될까요 고객님,0
358,고객님 전화번호 안내해 드리겠습니다 메모 가능하십니까,0
359,그러면 기존에 접수해 놓으신 전화번호 성함 주소 말씀해 주시겠어요,0
360,예 제 전화번호요 #@전번# #@이름#요 주소가 대구 #@주소#요,0
361,제가 한 번 확인해 보겠습니다 전화번호 성함 주소 확인 부탁 드립니다,0
362,예 알겠습니다 성함 전화번호 확인 부탁 드립니다,0
363,성함 주소 전화번호 제공에 동의를 해주시겠습니까,0
364,거기도 가능한가요 거기 전화번호를 좀 하나 제가 받을 수 있을까요,0
365,이 안에 있는 뭐 사진이나 전화번호 같은 내용 빼낼 수가 있나요,0
366,네 우선 번호 안내를 해드리겠습니다 #@전번#번이십니다,0
367,아 그러면 저희 점검을 해드려야 되는 거구요 전화번호 불러주시겠어요,0
368,네 전화 번호가요 #@전번#이요,0
369,이 번호로 접수된 거는 일 월 십오 일 건 말고 없는데요,0
370,그러셨어요 그럼 사모님 번호도 불러주세요 둘 다 전달해 놓을게요,0
371,예 와이프 전화 번호가 #@번호#이요,0
372,네 제 전화번호요 #@전번#이요,0
373,좀 빠르게 확인하도록 하겠습니다 전화번호와 성함이 어떻게 되십니까,0
374,예 번호가 #@전번# 이름은 #@이름#요,0
375,성함 주소 전화번호 정보 제공에 동의해 주시겠습니까,0
376,그러십니까 고객님 연락 번호가 몇 번 이십니까,0
377,네 여기 번호는 #@번호#번이요,0
378,이건 택배로 안 해드리세요 고객님 전화번호 어떻게 되세요,0
379,예 우리 집 전화번호 #@전번#이에요,0
380,혹시 모델 번호가 어떻게 되십니까,0
381,모델 번호가 #@상품# 입니다,0
382,네 여기 전화번호가 #@전번# #@이름#입니다,0
383,네 고객님 이력 확인했습니다 연락 가능한 전화번호가 어떻게 되십니까,0
384,네 전화번호는 #@번호#요 이름은 #@이름#입니다,0
385,고객님 전화번호가 몇 번이세요,0
386,네 어머님 댁 전화번호가 #@전번#요,0
387,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
388,부산역 센터요 전화번호 좀 알려줄래요,0
389,지역번호 #@전번#이고요 고객님 오늘 오실 거예요,0
390,부산역 센터요 음 전화번호 좀 알려줄래요,0
391,고객님 성함과 전화번호 말씀해 주시겠어요,0
392,제 전화번호는 #@전번# 이에요,0
393,성명 주소 전화번호 제공에 동의해 주시겠습니까,0
394,연락 가능한 전화번호가 어떻게 되십니까,0
395,제 전화번호는 #@전번# 이에요,0
396,네 #@소속#의 전화번호를 알려드릴까요,0
397,네 #@소속#의 전화번호는 #@전번#입니다,0
398,성함 주소 전화번호 제공에 동의해 주시겠습니까,0
399,고객님 전화번호가 어떻게 되십니까,0
400,제 전화번호는 #@전번# 이에요,0
401,성함 주소 전화번호 정보 제공에 동의해 주시겠습니까,0
402,전화번호와 성함을 알려주시면 확인해 볼게요,0
403,제 전화번호는 #@전번# 이에요,0
404,고객님 전화번호와 성함이 어떻게 되십니까,0
405,제 전화번호는 #@전번# 이에요,0
406,고객님 성함과 전화번호가 어떻게 되십니까,0
407,제 전화번호는 #@전번# 이에요,0
408,성함이랑 전화번호 제공에 동의해 주시겠습니까,0
409,제가 전화번호는 전달을 받았는데요,0
410,고객님 성함과 전화번호 말씀해 주시겠습니까,0
411,제 전화번호는 #@전번# 이에요,0
412,계속 화면에 보조 비밀번호를 입력하라고 나오거든요,0
413,그럼 전화번호 먼저 알려주시겠습니까,0
414,제 전화번호는 #@전번# 이에요,0
415,네 고객님 접수할 때 남기신 전화번호가 어떻게 되십니까,0
416,제 전화번호는 #@전번#이에요,0
417,연락 가능한 전화번호와 성함이 어떻게 되십니까,0
418,제 전화번호는 #@전번# 이고요,0
419,그럼 전화번호와 성함 확인 부탁 드리겠습니다,0
420,제 전화번호는 #@전번# 이에요,0
421,고객님 전화번호가 어떻게 되세요,0
422,여기 #@소속# 전화번호는 #@전번#이에요,0
423,네 부재 중일 때를 대비한 다른 번호가 있으신가요,0
424,코드 번호를 불러드리면 되나요,0
425,고객님 전화번호나 성함은 어떻게 되십니까,0
426,제 전화번호는 #@전번# 이에요,0
427,네 그냥  모델 번호를 불러드릴까요  #@상품#,0
